,title,description,sub_category,skills,num_skills
335,Online Learning  Design for Educators Specialization,Learn Practical Skills to Teach Online. Master the foundations for creating engaging and effective online learning and teaching,Education,"['Pedagogy', 'Online Learning Community', 'Teaching', 'Learning', 'Instructional Design', 'Infographics', 'Design-thinking', 'Podcast', 'Video Production', 'Multimedia', 'Video Conferencing', 'Virtual Class']",12
336,Statistical Thermodynamics Specialization,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,Mechanical Engineering,"['Mechanical Engineering', 'Chemistry', 'Fluid Mechanics', 'Quantum Mechanics', 'Thermodynamics', 'Gases', 'Solids', 'Liquids']",8
337,User Interface Design Specialization,Design Better User Interfaces. Learn to create effective and usable interfaces for a range of products and devices.,Design and Product,"['Usability', 'User Interface Design (UI Design)', 'Design Theory', 'User Interface', 'User Research', 'Heuristic Evaluation']",6
338,JavaScript for Beginners Specialization,Build Your Skills in JavaScript and jQuery. Start a journey to using JavaScript to become a programmer.,Mobile and Web Development,"['web interactivty', 'Jquery', 'Data Manipulation', 'JavaScript', 'animations']",5
339,Immunology: The Immune System and its Failures Specialization,Enhance your knowledge in immunology. The specialisation will provide you with an insight into the molecular and cellular components of the immune system and demonstrate how they interact to protect us from pathogens in health as well as the consequences of their failure in disease.  ,Basic Science,"['Tumour immunity', 'Allergy/asthma.', 'Autoimmunity', 'Infectious Diseases', 'Immunology', 'Allergy/asthma']",6
340,Image Processing for Engineering and Science Specialization,Quickly gain skills in Image Processing. Learn the essential skills to automatically extract information from images.,Electrical Engineering,"['Image Segmentation', 'Matlab', 'Object Detection', 'Image Processing', 'video processing', 'region analysis', 'image filtering']",7
341,Autodesk CAD/CAM for Manufacturing Specialization,"Ready for the convergence of design and make?. Advance your career by learning computer aided design, manufacturing, and toolpath creation. These skills are the future of design and manufacturing. ",Mechanical Engineering,"['Autodesk', 'Computer-Aided Design (CAD)', 'Computer-Aided Manufacturing', 'Mechanical Engineering', 'Manufacturing Processes', 'Manufacturing Process Management', 'Autodesk Fusion 360', 'Manufacturing process', 'Computer-aided manufaturing', 'Engineering']",10
342,"Data Engineering, Big Data and ML on Google Cloud 日本語版 Specialization",Data Engineering on Google Cloud Platform 専門講座. データ エンジニアリングのキャリアをスタートして、ビッグデータと機械学習でビジネス価値を生み出す力をつけましょう。,Software Development,"['Tensorflow', 'Bigquery', 'Google Cloud Platform', 'Cloud Computing']",4
343,Adapting: Career Development Specialization,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,Leadership and Management,"['Career Development', 'Stress Management', 'Resilience', 'Diversity (Business)', 'Cultural intelligence']",5
344,Claves de la Dirección de Empresas Specialization,Impulsa tu carrera con conocimientos de dirección. Domina los fundamentos de la gestión empresarial,Leadership and Management,"['Financial Accounting', 'Accounting', 'Evaluation', 'Business Analytics', 'Business Intelligence', 'Marketing', 'Marketing Strategy', 'Persona (User Experience)', 'Leadership', 'Human Resources (HR)', 'Organizational Culture']",11
345,European Business Law  Specialization,Launch your career in Europe. Master the essentials in European Business Law.,Law,"['Compete on the Internal Market', 'Legal Research', 'Law', 'Business Law', 'Foreign Policy']",5
346,Information​ ​Systems Specialization,Information Technology . Become a better manager of information technology to address business problems,Support and Operations,"['Project Management', 'Critical Thinking', 'Management', 'IT Skills and Knowledge', 'Finance and accounting skills and knowledge', 'Business analysis skills and knowledge', 'Project management skills and knowledge']",7
347,IBM AI Enterprise Workflow Specialization,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,Machine Learning,"['Data Science', 'Information Engineering', 'Artificial Intelligence (AI)', 'Machine Learning', 'Python Programming']",5
348,Programming in C++: A Hands-on Introduction Specialization,Hands-on Introduction to C++ Programming. Code and run your first C++ program in minutes without installing anything!,Software Development,"['Computer Science', 'Computer Programming', 'C++', 'Object-Oriented Programming (OOP)', 'Iteration', 'Variables', 'Conditionals', 'vectors', 'Files', 'Strings', 'Functions', 'Recursion']",12
349,The Teacher and Social and Emotional Learning (SEL) Specialization,Connect emotionally with your students. Connect with your self and school community,Education,"['SEL in Curriculum', 'Emotional Engagement', 'Social Emotional Learning', 'Evaluation', 'Teaching and Learning']",5
350,Business English Specialization,Build Communication Skills in Business English. Advance in your career and broaden your abilities.,Learning English,"['Negotiation', 'English Language', 'Management', 'Marketing', 'Writing', 'Communication', 'Emailing', 'Meeting', 'Win-Win Game', 'Business Communication', 'Finance', 'Leadership']",12
351,Value-Based Care Specialization,Learn About Value-Based Care. Learn the fundamentals and real-world application of value-based care that has become integral to improving outcomes in health care.  Explore the power of effective communication between healthcare professionals and patients that leads to a partnership focused on quality care.,Healthcare Management,"['value-based care', 'healthcare', 'social determinants of health', 'Leadership', 'Population Health', 'Quality Measures', 'value-based healthcare', 'Healthcare Quality', 'Patient Care', 'Health Insurance', 'Health Education', 'Public Health']",12
352,Marketing with TikTok Specialization,Start marketing on TikTok. Learn how to use TikTok to level up your business' marketing efforts,Marketing,"['TikTok marketing', 'Social Media Marketing', 'Content Marketing', 'TikTok Advertising', 'TikTok video creation', 'Content Creation', 'Social Media Platforms', 'Marketing Plan', 'Market Analysis', 'E-Commerce']",10
353,Vital Skills for Data Science Specialization,Gain Exposure to Key Data Science Areas  . Gain professional knowledge in the field of Data Science and learn applicable skills in Cybersecurity and Ethics.,Data Analysis,"['Information Privacy', 'Cybersecurity', 'analysis', 'Ethics', 'Data Science', 'Applied Mathematics', 'Information Science', 'Statistics', 'Computer Science', 'Algorithms', 'Privacy', 'Philosophy']",12
354,Building Cloud Computing Solutions at Scale Specialization,Launch Your Career in Cloud Computing. Master strategies and tools to become proficient in developing data science and machine learning solutions in the Cloud,Cloud Computing,"['Cloud Platforms', 'Cloud API', 'Machine Learning', 'Cloud Databases', 'Cloud Computing', 'Github', 'Devops']",7
355,International Marketing & Cross Industry Growth  Specialization,International Marketing & Cross Industry Growth . Harness your cross-country and cross-industry innovation skills.,Marketing,"['Business Marketing', 'Sports Marketing', 'Marketing', 'Global Marketing', 'Brand Management', 'Marketing Strategy', 'Variable Pricing', 'Hospital Management', 'Hotel Management', 'Marketing By Medium', 'Educational Entertainment']",11
356,Building No-Code Apps with AppSheet Specialization,"Build apps and solve business problems with AppSheet. Enable citizen developers to recognize the use cases for no-code application development, and learn the recommended practices to build, secure and manage apps with Google Cloud’s AppSheet development platform.",Cloud Computing,"['AppSheet', 'Google Sheets', 'No-code application development', 'AppSheet Automation', 'Navigate the AppSheet UI and editor to build an app', 'Learn the process to deploy and publish an app', 'Understand the capabilities of the AppSheet no-code app development platform', 'Work with app data sources using Google sheets', 'Create and customize the user experience of an app using AppSheet views and branding', 'App behaviors and automation', 'Application and data access control', 'App authoring and collaboration']",12
